index,Song-Name,Singer/Artists,Genre,Movie,User-Rating
2058,Tumse Pyar Ho Gaya,"Mili Nair, Neeti Mohan",BollywoodDance,Shaadi Ke Side Effects,9.3/10
2059,Jaane Ye Kya Hua,KK,BollywoodRomantic,Karthik Calling Karthik,9.7/10
2060,Yeh Haseen Vadiyan Yeh Khula Aasman,"K. S. Chithra, S. P. Balasubramanyam",BollywoodRomantic,Roja,9.1/10
2061,Yaariyan Mashup,Multiple,BollywoodDance,Yaariyan,9.0/10
2062,Main Hoon Roop Ki Rani,Kavita Krishnamurthy,BollywoodDance,Roop Ki Rani Choron Ka Raja,8.8/10
2063,Prem Jogan Ban Ke,Ustad Bade Ghulam Ali,BollywoodSad,Mughal-E-Azam,9.4/10
2064,Baap Ki Kasam,"Asha Bhosle, Kishore Kumar",BollywoodDance,Mawaali,8.6/10
2065,Dil Jaane Jigar Tujhpe Nisar Kiya Hai,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Saajan Chale Sasural,8.5/10
2066,Ye Awaaz Hai,Monali Thakur,BollywoodSad,Indu Sarkar,9.2/10
2067,Jawani Ki Rail Kahin Choot Na Jaye,"Anuradha, Shabbir Kumar",BollywoodDance,Coolie,8.0/10
2068,Kuch To Baaki Hai,Himesh Reshammiya,BollywoodSad,Milenge Milenge,9.5/10
2069,Main Pyar Ka Rahi Hoon,"Asha Bhosle, Mohammed Rafi",BollywoodRomantic,Ek Musafir Ek Hasina,9.1/10
2070,Kay Sera Sera,"Kavita Krishnamurthy, Shankar Mahadevan",BollywoodDance,Pukar,9.4/10
2071,Leke Pahla Pahla Pyar,"Asha Bhosle, Mohammed Rafi, Shamshad Begum.",BollywoodDance,C.I.D,9.0/10
2072,Jiya Dhadak Dhadak Jaye,Rahat Fateh Ali Khan,BollywoodRomantic,Kalyug,9.2/10
2073,Ek Tha Tiger Mashup,Multiple,BollywoodDance,Ek Tha Tiger,9.4/10
2074,Gore Mukhde Pe Zulfa Di Chaava,"Aaman Trikha, Shabab Sabri, Shreya Ghoshal",BollywoodDance,Special 26,8.8/10
2075,Ae Ishq Yeh Sab Duniyawale,Lata Mangeshkar,BollywoodRomantic,Mughal-E-Azam,8.9/10
2076,Kaun Main Haan Tum,"Alka Yagnik, Udit Narayan",BollywoodDance,Ajnabee,9.1/10
2077,Shikayat Hai,Roop Kumar Rathod,BollywoodSad,Jism,9.3/10
2078,Hai Hai Mirchi,"Alka Yagnik, Sukhwinder Singh",BollywoodDance,Biwi No.1,9.0/10
2079,Ruk Ja O Janewali Ruk Ja,Mukesh,BollywoodDance,Kanhaiya,8.9/10
2080,Majboor Tu Bhi Kahin,Amit Mishra,BollywoodSad,1920 - Evil Returns,8.9/10
2081,Soniye Mil Ja,"Sukhwinder Singh, Sunidhi Chauhan",Bollywood,Aaja Nachle,9.6/10
2082,Aao Milo Chalo,"Shaan, Ustad Sultan Khan",BollywoodDance,Jab We Met,9.7/10
2083,Happy Ending,"Abhijeet Sawant, Debojit Saha, Harshit Saxena",BollywoodDance,Tees Maar Khan,9.3/10
2084,O Jogi Jab Se Tu Aaya Mere Dwar,Lata Mangeshkar,BollywoodDance,Bandini,9.0/10
2085,Meri Qismat Men Tu Nahin Shayad,"Lata Mangeshkar, Suresh Wadkar",BollywoodSad,Prem Rog,8.0/10
2086,Chanchal Mann Ati Random,Divya Kumar,BollywoodDance,Shuddh Desi Romance,8.5/10
2087,Purza,Arijit Singh,BollywoodDance,Akira,9.0/10
2088,Ab Mujhko Jeena,Zubeen Garg,BollywoodDance,Aashayein,9.6/10
2089,Chaar Botal Vodka (Remix),,BollywoodDance,Ragini MMS 2,9.3/10
2090,Dheemi Dheemi,Hariharan,BollywoodRomantic,1947: Earth,9.4/10
2091,Dil Me Kayi Armaan,Aaman Trikha,BollywoodSad,Yeh Hai Judgement Hanged Till Death,9.5/10
2092,Aahista Aahista,"Lucky Ali, Shreya Ghoshal",BollywoodRomantic,Bachna Ae Haseeno,9.1/10
2093,Sooraj Dooba Hai Yaron (Remix),"Aditi Singh Sharma, Arijit Singh",BollywoodDance,Roy,9.4/10
2094,O Aasman Wale,Sonu Nigam,BollywoodSad,Aaja Meri Jaan,8.5/10
2095,Bawla Sa Sapna,"Chorus, Diva",BollywoodDance,Shaadi Ke Side Effects,9.2/10
2096,Bheegh Loon (Male),Ankit Tiwari,BollywoodRomantic,Khamoshiyan,9.4/10
2097,The Mutton Song,Krishna Beura,BollywoodDance,Love Ka The End,9.1/10
2098,O Basanti Pavan,,BollywoodDance,Jis Desh Mein Ganga Behti Hai,8.7/10
2099,Yeh Umar Hai Kya,"Asha Bhosle, Manna Dey",BollywoodDance,Professor,9.1/10
2100,Mein Sharabi (Remix),Yo Yo Honey Singh,BollywoodDance,Cocktail,9.4/10
2101,Poore Se Zara Sa Kam Hain,Rashid Khan,BollywoodSad,Mausam,9.4/10
2102,Brothers Mashup,Multiple,BollywoodDance,Brothers,9.4/10
2103,Mili Khaak Mein Mohabbat,Mohammed Rafi,BollywoodSad,Chaudhvin Ka Chand,9.0/10
2104,Laila Majnu,"Javed Ali, Monali Thakur",BollywoodDance,Awesome Mausam,8.8/10
2105,Dekho Dekho Dil Ye Bole,"Adnan Sami, Shaan",BollywoodDance,Dhamaal,9.2/10
2106,Na Main Dhan Chahun,"Geeta Dutt, Sudha Malhotra",BollywoodSad,Kala Bazar,9.2/10
2107,Anandoloke,Clinton Cerejo,BollywoodDance,Kahaani 2,9.6/10
2108,Kahan Chal Diye Idhar To Aao,Mohammed Rafi,BollywoodRomantic,Jhuk Gaya Aasman,9.1/10
2109,Aaya Aaya Toofan,Kishore Kumar,BollywoodDance,Toofan,8.4/10
2110,Monta Re,Amit Trivedi,BollywoodSad,Lootera,9.7/10
2111,Mere Mehboob Mein Kya Nahin,"Asha Bhosle, Lata Mangeshkar",BollywoodDance,Mere Mehboob,8.6/10
2112,Kal Ki Daulat Aaj Ki Khushian,Mohammed Rafi,BollywoodDance,Asli Naqli,9.1/10
2113,Saiyan Se Chhup Ke,"Anuradha Paudwal, Udit Narayan",BollywoodDance,Beta,6.9/10
2114,Sau Saal Pehle,"Lata Mangeshkar, Mohammed Rafi",BollywoodRomantic,Jab Pyar Kisi Se Hota Hai,9.1/10
2115,G Phaad Ke (Remix),"Divya Kumar, Shefali Alvarez",BollywoodDance,Happy Ending,9.4/10
2116,Mere Maula,"Kailash Kher, Richa Sharma",BollywoodSad,Khakee,9.5/10
2117,Sajna Ve,Rahat Fateh Ali Khan,BollywoodSad,Life is Beautiful,9.4/10
2118,Mirzya,"Akhtar Chanal Zahri, Daler Mehndi, Nooran Sisters, Sain Zahoor",BollywoodMotivational,Mirzya - Dare To Love,9.0/10
2119,Sheesha-E-Dil Itna Na Uchhalo,Lata Mangeshkar,BollywoodDance,Dil Apna Aur Preet Parai,9.0/10
2120,Tanu Weds Manu Returns (Mashup),Various,BollywoodDance,Tanu Weds Manu Returns,9.0/10
2121,Party All Night,Yo Yo Honey Singh,BollywoodDance,Boss,8.5/10
2122,Party All Night (Remix),Yo Yo Honey Singh,BollywoodDance,Boss,8.5/10
2123,Jai Govinda Jai Gopala,Neeraj Shridhar,BollywoodDance,Bullett Raja,9.3/10
2124,Tera Hi Karam,Pankaj Awasthi,BollywoodSad,Karam,9.3/10
2125,Rang Birangi Rakhee Lekar,Lata Mangeshkar,BollywoodDance,Anpadh,8.8/10
2126,Woh Chand Jaisi Ladki,Udit Narayan,BollywoodRomantic,Devdas,9.4/10
2127,Woh Chand Jaisi Ladki,Udit Narayan,BollywoodRomantic,Devdas,9.4/10
2128,Dooriyan Hain Zaroori Bhi Hai,"Monica Dogra, Vishal Dadlani",BollywoodDance,Break Up Ke Baad,9.6/10
2129,Main Hoon Prem Rogi,Suresh Wadkar,BollywoodDance,Prem Rog,7.7/10
2130,Jag Ja,Suresh Wadkar,BollywoodRomantic,Omkara,9.1/10
2131,Tumhi Se,"Shreya Ghoshal, Vijay Yesudas",BollywoodRomantic,Chup Chup Ke,9.6/10
2132,Main Kya Karoon Ram,Lata Mangeshkar,BollywoodDance,Sangam,8.6/10
2133,Na Jane Kahan Tum The,"Manna Dey, Suman Kalyanpur",BollywoodRomantic,Zindagi Aur Khwab,9.2/10
2134,Meherbani (Remix),Jubin Nautiyal,BollywoodDance,The Shaukeens,9.6/10
2135,Jab Zero Diya Mere Bharat Ne,"Mahendra Kapoor, Manhar Udhas",BollywoodPatriotic,Purab Aur Pashchim,9.1/10
2136,Hum Tumhe Kaise Bataye,"Aaman Trikha, Taraannum Mallik",BollywoodRomantic,Ekkees Toppon Ki Salaami,9.5/10
2137,Rimjhim Ke Tarane Leke Aai Barsaat,"Geeta Dutt, Mohammed Rafi",BollywoodRomantic,Kala Bazar,8.8/10
2138,Kunwara,Salim Merchant,BollywoodDance,Jodi Breakers,9.4/10
2139,Ja Ja Ja Mere Bachpan,Lata Mangeshkar,BollywoodDance,Junglee,9.1/10
2140,O Panchhi Pyare Sanjh Sakare,Asha Bhosle,BollywoodDance,Bandini,9.3/10
2141,Banda Parwar,Mohammed Rafi,BollywoodDance,Phir Wohi Dil Laya Hoon,9.2/10
2142,Mera Jeena Hai Kya,Neeraj Shridhar,BollywoodRomantic,Aashayein,9.7/10
2143,Yeh Hai Bambai Nagaria,Kishore Kumar,BollywoodDance,Don,8.5/10
2144,Masoom Chehra Ye Qatil Adayen,"Lata Mangeshkar, Mohammed Rafi",BollywoodRomantic,Dil Tera Deewana,9.1/10
2145,Shanana Na,"Abhijeet, Alka Yagnik, Ayub, Dabboo Malik, Jordy Patel, Sriijiit",BollywoodDance,Maine Dil Tujhko Diya,9.4/10
2146,Mehboob Mere,"Alka Yagnik, Sukhwinder Singh",BollywoodDance,Biwi No.1,9.2/10
2147,Rote Hue Ate Hain Sab,Kishore Kumar,BollywoodDance,Muqaddar Ka Sikandar,8.9/10
2148,Tujhko Jo Paaya,Mohit Chauhan,BollywoodRomance,Crook,9.6/10
2149,Pe.. Pe.. Pepein� (Version 2),"Hard Kaur, Master Saleem, Neeraj Shridhar, Tulsi Kumar",BollywoodDance,Chance Pe Dance,9.5/10
2150,Touch Me,"Asha Bhosle, Kishore Kumar",BollywoodRomantic,Himmat Aur Mehanat,8.6/10
2151,Samjho Ho Hi Gaya,"Arshad Warsi, Sanjay Dutt, Vinod Rathod",BollywoodDance,Lage Raho Munna Bhai,9.5/10
2152,Miss India Martee Mujhpe,"Adnan Sami, Amit Kumar",BollywoodDance,Dhamal,9.4/10
2153,Kashmir Ki Kali Hoon Main,Lata Mangeshkar,BollywoodRomantic,Junglee,8.9/10
2154,Barsaat Ke Mausam Mein,"Kumar Sanu, Roop Kumar Rathod",BollywoodDance,Naajayaz,8.6/10
2155,Chammak Challo (Remix),"Akon, Hamsika Iyer",BollywoodDance,Ra-One,9.3/10
2156,Aaj Udta Hua Ek Panchhi,Mohammed Rafi,BollywoodDance,Gehra Daag,8.7/10
2157,Ek Tu Hi Bharosa,Lata Mangeshkar,BollywoodDevotional,Pukar,9.2/10
2158,Dhanak,Monali Thakur,BollywoodDance,Dhanak,9.6/10
2159,Bhaag Milky Bhaag,"Sanam Puri, Sonu Kakkar",BollywoodDance,Running Shaadi,9.2/10
2160,Follow Me,Hard Kaur,BollywoodDance,Ajab Prem Ki Ghazab Kahani,9.5/10
2161,Mil Gaya,"Mohammed Rafi, Udit Narayan, Usha Mangeshkar",BollywoodDance,Unees Bees,9.6/10
2162,Paayal Meri,"Alka Yagnik, Udit Narayan",BollywoodDance,Rajkumar,8.6/10
2163,Sanam Tum Jahan Mera Dil Wahan,Asha Bhosle,BollywoodDance,Kaalia,9.2/10
2164,Koi Patthar Se Na Maare,"Shreya Ghoshal, Sonu Nigam, Sunidhi Chauhan",BollywoodSad,Aaja Nachle,9.4/10
2165,Sun Le Meri Payal Ke Geet,Lata Mangeshkar,BollywoodDance,Sasural,7.7/10
2166,Le Jaa Tu Mujhe,Atif Aslam,Bollywood,F.A.L.T.U,9.7/10
2167,Dil Mein Baji Pyar Ki Shehnaiyan,Lata Mangeshkar,BollywoodDance,Kohinoor,8.8/10
2168,Darbadar,"Altamash Khan, Divya Kumar, Harshit Chouhan, Monali Thakur, Shadaab",BollywoodRomantic,I Me Aur Main,9.4/10
2169,Main Teri Huyi Re Balma,Asha Bhosle,BollywoodDance,Gehra Daag,8.4/10
2170,Ek Din Aap,"Alka Yagnik, Kumar Sanu",BollywoodDanceRomantic,Yes Boss,9.5/10
2171,Party To Banti Hai (Remix),"Meet Bros, Mika Singh",BollywoodDance,Bhoothnath Returns,8.5/10
2172,Kuch Khaas,"Mohit Chauhan, Neha Bhasin",BollywoodDance,Fashion,9.1/10
2173,Baatein Kuch Ankahee,"Adnan Sami, Pritam Chakraborty",BollywoodRomantic,Life In A Metro,9.5/10
2174,Aaj Ki Party (Remix),Mika Singh,BollywoodDance,Bajrangi Bhaijaan,9.3/10
2175,Ae Watan Ae Watan Humko Teri Qasam,Mohammed Rafi,BollywoodPatriotic,Shaheed,9.6/10
2176,Ajnabi,Zebunnisa Bangash,BollywoodRomantic,Madras Cafe,9.3/10
2177,Peer Manava,"Shraddha Pandit, Sukhwinder Singh",BollywoodDance,Black & White,9.2/10
2178,Kehta Hai Joker Sara Zamana,Mukesh,BollywoodDance,Mera Naam Joker,9.0/10
2179,Dil Mein Sanam Ki Soorat,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Phir Teri Kahani Yaad Aayi,9.1/10
2180,Tanhai Tanhai,"Alka Yagnik, Udit Narayan",BollywoodDance,Koyla,8.8/10
2181,Woh Dekho Jala Ghar Kisi Ka,Lata Mangeshkar,BollywoodSad,Anpadh,8.6/10
2182,Zara Nazron Se Kah Do Ji,Hemant Kumar,BollywoodRomantic,Bees Saal Baad,9.0/10
2183,Chaar Botal Vodka (Remix),Yo Yo Honey Singh,BollywoodDance,Ragini MMS 2,9.1/10
2184,Jab Tumhein Aashiqui Maloom,Kumar Sanu,BollywoodRomantic,Ajnabee,9.2/10
2185,Yaaron Aesa Hai,Salim Merchant,BollywoodDance,Rangrezz,9.7/10
2186,Tere Ishq Ka Suroor,"Aaman Trikha, Akshata Dixit",BollywoodRomantic,Single,9.8/10
2187,Ek Sawal Main Karoon,"Lata Mangeshkar, Mohammed Rafi",BollywoodDance,Sasural,8.9/10
2188,It�s All About Tonight,"Rahul Vaidya, Sophie Choudry, Sunidhi Chauhan",BollywoodDance,Ishkq In Paris,8.8/10
2189,Dil Mera Ek Aas Ka Panchhi,Subir Sen,BollywoodDance,Aas Ka Panchhi,8.9/10
2190,Jaane Kya Dhoondhta Hai,Lucky Ali,BollywoodDance,Sur,9.7/10
2191,Sanam Sanam,"Shraddha Pandit, Sukhwinder Singh",BollywoodDance,Mere Dost Picture Abhi Baki Hai,8.1/10
2192,Yahaan Vahaan,Farhan Akhtar,BollywoodDance,Shaadi Ke Side Effects,9.1/10
2193,Bambai Se Aaya Mera Dost,Bappi Lahiri,BollywoodDance,Aap Ki Khatir,8.4/10
2194,Dhin Tak Dhin Tak,Jaspinder Narula,BollywoodRomantic,Bade Miyan Chote Miyan,8.8/10
2195,Tujhe Dekh Dekh,Rahat Fateh Ali Khan,Bollywood,Kalyug,9.0/10
2196,Capuchino,Abhishek Nehwal,BollywoodDance,I Me Aur Main,9.1/10
2197,Chalo Dildar Chalo,"Himani Kapoor, Himesh Reshammiya, Vinit",BollywoodRomantic,Dil Diya Hai,9.3/10
2198,Mil Gayee Woh Manzilen,"Alka Yagnik, Kumar Sanu",BollywoodDance,Kabhi Na Kabhi,9.6/10
2199,Jaane Kya,Zubeen Garg,BollywoodSad,Pyaar Ke Side Effects,9.6/10
2200,Main Der Karta Nahin,"Lata Mangeshkar, Suresh Wadkar",BollywoodDance,Henna,7.9/10
2201,Gunday Mashup,"Bappi Lahiri, Javed Ali, Neha Bhasin",BollywoodDance,Gunday,8.2/10
2202,Gunday Mashup,Multiple,BollywoodDance,Gunday,8.2/10
2203,Sheila Ki Jawani (Remix),"Sunidhi Chauhan, Vishal Dadlani",BollywoodDance,Tees Maar Khan,8.9/10
2204,Laakh Duniya Kahe,"Nisha Mascarenhas, Ram Sampath",BollywoodSad,Talaash,9.6/10
2205,Ha Raham Mehfuz,"Amit Trivedi, Murtuza Qadir",BollywoodDance,Aamir,9.6/10
2206,Jiyara Jiyara,"Alisha Chinai, Hard Kaur",BollywoodDance,Prince,9.0/10
2207,All The Best,"Antara Mitra, Rana, Soham",BollywoodDance,All The Best,9.2/10
2208,Mallo Malli (Lehmber Hussainpuri),"Hard Kaur, Lehmber Hussainpuri",BollywoodDance,Mausam,9.3/10
2209,Freak Out,"Aditi Singh Sharma, Joi Barua",BollywoodDance,Love Ka The End,9.5/10
2210,Ab Tohe Jane Na Doongi,"Payal Dev, Shreyas Puranik",BollywoodRomantic,Bajirao Mastani,9.7/10
2211,Jugnu,Udit Narayan,BollywoodDance,Joker,8.6/10
2212,Sajda,K.K.,BollywoodDance,Bhool Bhulaiyaa,9.4/10
2213,Aha Aha,Falguni Pathak,BollywoodRomantic,Na Tum Jaano Na Hum,8.8/10
2214,Dil Ka Qaraar,"Shraddha Pandit, Sonu Nigam",BollywoodRomantic,Sangharsh,9.3/10
2215,Wafa Jo Na Ki To,Asha Bhosle,BollywoodRomantic,Muqaddar Ka Sikandar,8.9/10
2216,Raabta Tujhse Raha,Aaman Trikha,BollywoodRomantic,Yeh Hai Judgement Hanged Till Death,9.1/10
2217,Teri Tamanna,"KK, Shilpa Rao, Zubeen Garg",BollywoodDance,The Train,9.2/10
2218,Lage Na Mora Jiya,Lata Mangeshkar,BollywoodSad,Ghunghat,9.2/10
2219,Jane Kya Dhoondti Rahti Hai,Mohammed Rafi,BollywoodSad,Shola Aur Shabnam,9.3/10
2220,Mujhe Dekhkar Aap Ka Muskurana,Mohammed Rafi,BollywoodRomantic,Ek Musafir Ek Hasina,9.5/10
2221,E � Gulbadan Phoolon Ki Mahek,Mohammed Rafi,BollywoodRomantic,Professor,9.1/10
2222,Chahat Se Hai Begani,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Saajan Chale Sasural,8.4/10
2223,Action Jackson,Multiple,BollywoodDance,Action Jackson,8.9/10
2224,Tujhko Bhulana,"Roshni Baptist, Sangeet Haldipur",BollywoodDance,Murder 2,9.3/10
2225,Chodo Kal Ki Batein,Mukesh,BollywoodPatriotic,Hum Hindustani,9.2/10
2226,Dooba Re Dooba,"Alka Yagnik, Sonu Nigam",BollywoodDance,Ishq Vishk,9.3/10
2227,Dillagi Main Jo Beet Jaye,"Himesh Reshammiya, Jayesh Gandhi, Shaan, Sonu Nigam, Sunidhi Chauhan, Vasundhara Das",BollywoodDance,Aashiq Banaya Aapne,9.3/10
2228,Tere Chehre Pe,"Kumar Sanu, Sonali Vajpai",BollywoodRomantic,Baazigar,8.7/10
2229,Khulla Saand,Salim Merchant,BollywoodDance,Rabba Main Kya Karoon,9.0/10
2230,Rang Se Hui,Kaushiki Chakraborty,BollywoodDance,Gulaab Gang,9.4/10
2231,Yeh Hawa Yeh Fiza Aa Bhi Jaa,Mahendra Kapoor,BollywoodRomantic,Gumrah,9.1/10
2232,Meri Jaaniye,"Monali Thakur, Shaan",BollywoodDance,I Me Aur Mein,9.2/10
2233,Tumhen Muhabbat Hai Humne Mana,"Asha Bhosle, Mohammed Rafi",BollywoodRomantic,Ek Musafir Ek Hasina,9.4/10
2234,Dhadakne Lagta Hai Mera Dil,Mohammed Rafi,BollywoodDance,Dil Tera Deewana,9.4/10
2235,Aiyo Ji,"Salim Merchant, Shraddha Pandit",BollywoodDance,Satyagraha,8.4/10
2236,Dagabaaz Tori Batiyan,Lata Mangeshkar,BollywoodRomantic,Gunga Jumna,8.5/10
2237,Teri Yaad Dilse Bhulane Chala Hoon,Mukesh,BollywoodSad,Hariyali Aur Rasta,9.0/10
2238,I Don�t Luv U,"Monali Thakur, Neuman Pinto",BollywoodDance,I Don't Luv U,9.2/10
2239,Meter Down,"Adnan Sami, Merriene, Nimosa",BollywoodDance,Taxi No. 9211,9.4/10
2240,Zor Ka Jhatka Haye (Remix),"Master Saleem, Richa Sharma",BollywoodDance,Action Replayy,9.2/10
2241,Dil Apna Aur Preet Parai,Lata Mangeshkar,BollywoodSad,Dil Apna Aur Preet Parai,9.0/10
2242,Ali Ali � Qawwali,"Krishna Beura, Shraddha Pandit, Vijayta Pandit",BollywoodDevotional,Deewaar,9.1/10
2243,Kudi Pataka Driver,"Hard Kaur, Mika Singh",BollywoodDance,Challo Driver,8.9/10
2244,Dil Jalon Ka Dil Jala Ke,Asha Bhosle,BollywoodDance,Zanjeer,9.1/10
2245,Teri Choodiyan Da Crazy Crazy Sound,Wajid Khan,BollywoodDance,Ishkq In Paris,8.3/10
2246,Kubool Kar Le,"Amit Sana, Monali Thakur, Prajakta Shukre, Rahul Vaidya, Suzanne, Udit Narayan",BollywoodDance,Jaan-E-Mann,9.0/10
2247,Gaaye Jaa (Male),Mohammed Irfan,BollywoodDance,Brothers,9.7/10
2248,Sing Raja,"Daler Mehndi, Sonu Kakkar",BollywoodDance,Joker,9.4/10
2249,Alif Zaber Aa,Mohammed Rafi,BollywoodDance,Love In Shimla,9.1/10
2250,Apni Bhi Kya Zindagi Hai,Mukesh,BollywoodSad,Aas Ka Panchhi,8.7/10
2251,Dil Ashkon Mein,"Sonu Kakkar, Tony Kakkar",BollywoodRomance,Fever,9.4/10
2252,Jaana Hai,Zubeen Garg,BollywoodDance,Dum Maaro Dum,9.5/10
2253,Badan Juda Hote Hain,"Falguni Pathak, Kumar Sanu",Bollywood,Koyla,8.8/10
2254,Naiyn Tere Zuke Zuke (Sad),Pamela Jain,BollywoodDance,Khelein Hum Jee Jaan Sey,9.2/10
2255,Daagh Na Lag Jaye,"Asha Bhosle, Mukesh",BollywoodDance,Mera Naam Joker,8.6/10
2256,Mahi Mennu Nahi Karna,Labh Janjua,BollywoodDance,Dev D,9.5/10
2257,Khullam Khulla Pyaar Karen,"Jojo Mukherjee, Sunidhi Chauhan",BollywoodDance,Khullam Khulla Pyaar Karen,8.8/10
2258,Babbe Mast,"ALTAMAS FARIDI, Sonu Kakkar",BollywoodDance,What The Fish,8.7/10
2259,Gori Zara Hans De Tu Hans De,Mohammed Rafi,BollywoodDance,Asli Naqli,9.3/10
2260,Mat Ro Mata Lal Tere,Manna Dey,BollywoodSad,Bandini,9.2/10
2261,Bismillah,Kailash Kher,BollywoodSad,Aazaan,9.2/10
2262,Shukriya Zindagi Shukriya Zindagi,Shafqat Amanat Ali,BollywoodRomantic,Aashayein,9.7/10
2263,O Janewale Ho Sake To Laut Ke Aana,Mukesh,BollywoodSad,Bandini,9.2/10
2264,Aanchal Men Saja Lena,Mohammed Rafi,BollywoodRomantic,Phir Wohi Dil Laya Hoon,9.5/10
2265,Tum Paas Aa Rahe Ho,"Jagjit Singh, Lata Mangeshkar",BollywoodRomantic,Veer Zaara,9.6/10
2266,Badle Badle Mere Sarkar,Lata Mangeshkar,BollywoodSad,Chaudhvin Ka Chand,8.8/10
2267,Ab Ke Baras Bhejo Bhaiya,Asha Bhosle,BollywoodSad,Bandini,9.4/10
2268,Din Dhal Gaya Hai,"Alka Yagnik, Udit Narayan",BollywoodDance,Dil Tera Deewana,8.0/10
2269,Baadal,"Adnan Sami, Alka Yagnik",BollywoodDance,Yuva,9.6/10
2270,Chori Chori Chori Se,"Amitabh Bachchan, Jaspinder Narula, Sonu Nigam",BollywoodDance,Sooryavansham,8.7/10
2271,Haseenon Ki Sawari Hai,"Mohammed Rafi, Suman Kalyanpur",BollywoodDance,Love In Shimla,9.1/10
2272,Kaisi Hai Ye Udaasi,Kailash Kher,BollywoodSad,Karthik Calling Karthik,9.5/10
2273,Haan Bhai Haan,"Amit Kumar, Anuradha Paudwal",BollywoodDance,Toofan,9.1/10
2274,Nasha Nasha,Neha Bhasin,BollywoodDance,Daddy Cool,9.2/10
2275,Apni To Har Aah,Mohammed Rafi,BollywoodSad,Kala Bazar,9.5/10
2276,Ho Maine Pyar Kiya,Lata Mangeshkar,BollywoodDance,Jis Desh Mein Ganga Behti Hai,8.6/10
2277,Chal Jhoothi,"Shraddha Pandit, Udit Narayan",BollywoodDance,Jis Desh Mein Ganga Rehta Hai,7.4/10
2278,Kaise Kahoon Main Baat Jiya Ki,Asha Bhosle,BollywoodRomantic,Gehra Daag,8.3/10
2279,Meri Jaaniye,"Monali Thakur, Shaan",BollywoodRomantic,I Me Aur Main,9.2/10
2280,Na Tum Jano Na Hum,Lucky Ali,BollywoodRomantic,Kaho Naa.... Pyaar Hai,9.1/10
2281,Jaane Bhi De (Duet),"Sonu Nigam, Sunidhi Chauhan",BollywoodRomantic,Ishkq In Paris,9.0/10
2282,Ae Dil Pyar Ki Manzil,Mukesh,BollywoodDance,Aas Ka Panchhi,8.4/10
2283,Patli Kamar Hai,"Lata Mangeshkar, Mukesh",BollywoodDance,Barsaat,9.1/10
2284,Lungi Dance (Remix),Yo Yo Honey Singh,BollywoodDance,Chennai Express,9.0/10
2285,Yeh Zindagi Ka Mausam,"Asha Bhosle, Mohammed Rafi",BollywoodDance,Ghunghat,9.4/10
2286,Tumhen Pa Ke Humne Jahan Pa Liya,"Asha Bhosle, Mohammed Rafi",BollywoodRomantic,Gehra Daag,8.6/10
2287,Dhoop,Shreya Ghoshal,BollywoodRomantic,Goliyon Ki Rasleela Ram-leela,9.6/10
2288,Ghoongte Mein Chanda,Udit Narayan,BollywoodDance,Koyla,9.3/10
2289,Hum Ko Tumhare Ishq Ne,Mohammed Rafi,BollywoodRomantic,Ek Musafir Ek Hasina,9.3/10
2290,Accident Ho Gaya,"Asha Bhosle, Prayag Raj, Shabbir Kumar",BollywoodDance,Coolie,7.6/10
2291,Ainvayi Ainvayi (Dilli Club Mix),"Abhijit Vaghani, Master Saleem, Sunidhi Chauhan",BollywoodDance,Band Baaja Baaraat,9.5/10
2292,Is Pal Ki Soch,Harshdeep Kaur,BollywoodDance,Halla Bol,8.8/10
2293,Sach Hue Sapne Apne,Asha Bhosle,BollywoodDance,Kala Bazar,9.3/10
2294,Rang De,"Shankar Mahadevan, Suraj Jagan",BollywoodMotivational,My Name is Khan,9.8/10
2295,Le Jaa,Pankaj Awasthi,BollywoodSad,Karam,9.4/10
2296,Wah Wah Ram Ji,"Lata Mangeshkar, S.P. Balasubrahmanyam",BollywoodDance,Hum Aapke Hain Koun,8.3/10
2297,Hay Re Insaan Ki Majbooriya,Mohammed Rafi,BollywoodSad,Ghunghat,9.6/10
2298,Sanjh Dhali,"Asha Bhosle, Manna Dey",BollywoodRomantic,Kala Bazar,9.2/10
2299,Kabhi Kisi Ki Khushian Koi Loote Na,Mukesh,BollywoodSad,Zindagi Aur Khwab,8.9/10
2300,Danka Bajega,Aaman Trikha,BollywoodDance,Khel To Abb Shuru Hoga,5.8/10
2301,Ibn-E-Batuta,Mika Singh,BollywoodDance,Ishqiya,8.8/10
2302,Dil To Bachcha Hai,Rahat Fateh Ali Khan,BollywoodRomantic,Ishqiya,8.9/10
2303,Dekhen Bhi To Kya Dekhen,"Lata Mangeshkar, Udit Narayan",BollywoodDance,Farz,8.4/10
2304,Ae Baby Ae Jee Idhar Aao,"Asha Bhosle, Mohammed Rafi",BollywoodDance,Love In Shimla,9.4/10
2305,Hamdam Mere,"Asha Bhosle, Mohammed Rafi",BollywoodDance,Phir Wohi Dil Laya Hoon,9.4/10
2306,Band Baaja Baaraat Mashup,Multiple,BollywoodDance,Band Baaja Baaraat,8.7/10
2307,Teetar Ke Do Aage Teetar,"Asha Bhosle, Mukesh, Simi Garewal",BollywoodDance,Mera Naam Joker,8.3/10
2308,Shakira,"Hard Kaur, Kalpana, Master Saleem",BollywoodDance,No Problem,9.1/10
